Question,Answer,File,URL
What should I bring with me to an Emergency Department?,"- Photo ID
- BC Services Card or CareCard
- List of medications
- Medical Orders of Scope of Treatment (MOST) forms
- Personal belongings or valuables (minimize)",0_4_2,https://www.vch.ca/en/health-topics/emergency-care
How can I get trusted health advice over the phone?,"- Call HealthLink BC at 8-1-1
- Call your family physician or nurse practitioner
- Speak with your pharmacist",0_4_2,https://www.vch.ca/en/health-topics/emergency-care
How can I find a hospital near me?,"- Call HealthLink BC at 8-1-1
- Use the find a location search feature on the website.",0_4_2,https://www.vch.ca/en/health-topics/emergency-care
How often does the VCH web team review website suggestions?,The VCH web team reviews website suggestions weekly for common themes.,0_4_2,https://www.vch.ca/en/health-topics/emergency-care
Who should I contact for non-website-related questions or feedback?,"- Contact your primary care provider
- Contact HealthLinkBC at 8-1-1
- Contact your family physician or nurse practitioner",0_4_2,https://www.vch.ca/en/health-topics/emergency-care
What is healthy eating and how does it contribute to best possible health?,Healthy eating is a pattern of eating that contributes to your best possible health.,0_4_3,https://www.healthlinkbc.ca/health-services/urgent-and-primary-care-centres
What resources are included in Baby's Best Chance for parents?,"Pregnancy, birth, and parenting resources.",0_4_3,https://www.healthlinkbc.ca/health-services/urgent-and-primary-care-centres
How can one support their mental wellbeing and manage day-to-day life ups and downs?,"- Learn tips and find resources on how to support mental wellbeing
- Register to get a family doctor or nurse practitioner
- Find information about health topics, medical tests, and decision-making tools in the Learning Centre
- Learn about prescription and over-the-counter medications for all types of illnesses
- Find Urgent and Primary Care Centres for non-emergency health concerns
- Seek help from team-based care providers in various communities
- Stay healthy and meet health needs as you age",0_4_3,https://www.healthlinkbc.ca/health-services/urgent-and-primary-care-centres
"What information can be found in the Learning Centre regarding health topics, medical tests, and decision-making tools?","- Information about health topics
- Medical tests
- Decision-making tools",0_4_3,https://www.healthlinkbc.ca/health-services/urgent-and-primary-care-centres
How can one learn about prescription and over-the-counter medications for various illnesses?,"- Learn about prescription and over-the-counter medications for all types of illnesses on the Government of BC website. 
- Find information about health topics, medical tests, and decision-making tools in the Learning Centre on the Government of BC website.",0_4_3,https://www.healthlinkbc.ca/health-services/urgent-and-primary-care-centres
How can someone register to get a family doctor or nurse practitioner in their community?,"To register to get a family doctor or nurse practitioner in their community, individuals can contact their local health authority or visit the Government of BC website for more information.",0_4_3,https://www.healthlinkbc.ca/health-services/urgent-and-primary-care-centres
What tips are available for staying healthy and meeting health needs as one ages?,"- Find information about health topics, medical tests, and decision-making tools in our Learning Centre",0_4_3,https://www.healthlinkbc.ca/health-services/urgent-and-primary-care-centres
What are Urgent and Primary Care Centres (UPCCs) and how are they different from emergency rooms?,"UPCCs provide access to same-day, urgent, non-emergency health care and are an alternative to visiting an emergency department for non-emergency issues. Patients who require medical attention within 12 to 24 hours for minor injuries, sprains, strains, infections, and cuts can visit a UPCC.",0_4_3,https://www.healthlinkbc.ca/health-services/urgent-and-primary-care-centres
How can I find out if there is an Urgent and Primary Care Centre near me in British Columbia?,There are Urgent and Primary Care Centres available in many communities across British Columbia as part of the Province’s Primary Care Strategy. UPCCs are regularly being launched across the province. Keep checking the Government of BC website for more updates.,0_4_3,https://www.healthlinkbc.ca/health-services/urgent-and-primary-care-centres
What services are provided by Urgent and Primary Care Centres and who can utilize them?,"- Provides team-based care for non-emergency health concerns
- Offers same-day care for concerns such as minor injuries, sprains and strains, less serious child illness and injury, infections, and cuts, wounds or skin conditions
- Available to individuals in various communities across British Columbia as part of the Province’s Primary Care Strategy
- Regularly launched across the province
- Alternative to visiting an emergency department for non-emergency issues
- Patients who require medical attention within 12 to 24 hours for minor injuries, sprains and strains, cuts, wounds, or skin conditions can visit an Urgent and Primary Care Centre",0_4_3,https://www.healthlinkbc.ca/health-services/urgent-and-primary-care-centres
What are the hours of operation for the online chat on CrisisCentreChat.ca?,Noon to 1 AM in BC and Yukon Only,0_4_4,https://crisiscentrechat.ca/
Who is eligible to use the online chat service on CrisisCentreChat.ca?,Adults in BC and Yukon.,0_4_4,https://crisiscentrechat.ca/
What does CrisisCentreChat.ca connect adults with?,"support, information, resources",0_4_4,https://crisiscentrechat.ca/
What organization operates CrisisCentreChat.ca?,The Crisis Intervention and Suicide Prevention Centre of BC.,0_4_4,https://crisiscentrechat.ca/
Is CrisisCentreChat.ca available in all provinces or only in BC and Yukon?,Only in BC and Yukon.,0_4_4,https://crisiscentrechat.ca/
Are there any restrictions on the type of support or information that can be provided through the online chat service?,- No restrictions on the type of support or information provided through the online chat service.,0_4_4,https://crisiscentrechat.ca/
Can users access CrisisCentreChat.ca outside of the specified hours of operation?,No.,0_4_4,https://crisiscentrechat.ca/
How long has CrisisCentreChat.ca been in operation?,CrisisCentreChat.ca has been in operation since 2013.,0_4_4,https://crisiscentrechat.ca/
Are there any fees associated with using CrisisCentreChat.ca?,No.,0_4_4,https://crisiscentrechat.ca/
How can users access CrisisCentreChat.ca?,"Online chat from Noon to 1 AM in BC and Yukon, CrisisCentreChat.ca",0_4_4,https://crisiscentrechat.ca/
How can I access support in English or French using the 9-8-8 toll-free number?,You can call or text 9-8-8 toll-free anytime for support in English or French.,0_4_6,https://crisiscentre.bc.ca/get-help/
What additional phone and chat services are available for mental health support in British Columbia?,"- Vancouver Coastal Regional Distress Line: 604-872-3311
- Sunshine Coast/Sea to Sky: 1-866-661-3311
- Seniors Distress Line: 604-872-1234
- Online Chat Service for Youth: www.YouthInBC.com (Noon to 1am)
- Online Chat Service for Adults: www.CrisisCentreChat.ca (Noon to 1am)",0_4_6,https://crisiscentre.bc.ca/get-help/
How many languages are available for interpretation on the 310-6789 and 1-800-SUICIDE phone lines?,Over 140 languages.,0_4_6,https://crisiscentre.bc.ca/get-help/
What are the contact numbers for the Vancouver Coastal Regional Distress Line and the Sunshine Coast/Sea to Sky line?,"Vancouver Coastal Regional Distress Line: 604-872-3311
Sunshine Coast/Sea to Sky: 1-866-661-3311",0_4_6,https://crisiscentre.bc.ca/get-help/
What online chat services are available for youth and adults in crisis?,"Online Chat Service for Youth: www.YouthInBC.com (Noon to 1am)
Online Chat Service for Adults: www.CrisisCentreChat.ca (Noon to 1am)",0_4_6,https://crisiscentre.bc.ca/get-help/
How can I request printed promotional materials for the 9-8-8 helpline?,"You can download, print, or have the 9-8-8 materials mailed to you at no cost. 
You can also download or print the wallet-sized information card or tri-fold brochure to Recognize the Signs of Suicide. 
Fill out the order form to request promotional materials that will be mailed to you.",0_4_6,https://crisiscentre.bc.ca/get-help/
What is the National Suicide Crisis Helpline number?,9-8-8,0_4_6,https://crisiscentre.bc.ca/get-help/
What is the BC Suicide Prevention and Intervention Line number?,1-800-SUICIDE / 1-800-784-2433,0_4_6,https://crisiscentre.bc.ca/get-help/
How can I recognize the signs of suicide using the resources provided?,"- Visit www.CrisisCentreChat.ca for online chat service for adults
- Visit www.YouthInBC.com for online chat service for youth
- Call 604-872-3311 for Vancouver Coastal Regional Distress Line
- Call 1-866-661-3311 for Sunshine Coast/Sea to Sky
- Call 604-872-1234 for Seniors Distress Line
- Call 310-6789 for BC Mental Health & Crisis Response
- Call 1-800-SUICIDE (1-800-784-2433) for BC Suicide Prevention and Intervention Line",0_4_6,https://crisiscentre.bc.ca/get-help/
How can I order promotional materials to be mailed to me at no cost?,You can order promotional materials to be mailed to you at no cost by filling out the order form on the website mentioned in the context.,0_4_6,https://crisiscentre.bc.ca/get-help/
How can I reach Campus Security at SFU in case of an emergency?,You can reach Campus Security at 778-782-4500.,0_4,https://www.sfu.ca/students/health/emergency.html
Where can I find a list of Urgent Primary Care Centres near SFU?,- You can reach Campus Security at 778-782-4500,0_4,https://www.sfu.ca/students/health/emergency.html
How can I access crisis support as an SFU student?,- Crisis support is available to all SFU graduate and undergraduate students from anywhere in the world by phone or through the downloadable app,0_4,https://www.sfu.ca/students/health/emergency.html
"What are the contact numbers for emergency services on the Burnaby, Vancouver, and Surrey campuses?","Burnaby campus: 778.782.4615
Vancouver campus: 778.782.5200
Surrey campus: 778.782.5200",0_4,https://www.sfu.ca/students/health/emergency.html
Who can I contact if I or someone I know is having thoughts of suicide?,"1-800-784-2433 (1-800-SUICIDE)
Crisis Centre of BC online chat:
- www.crisiscentrechat.ca (for adults)
- www.youthinbc.com (for youth)",0_4,https://www.sfu.ca/students/health/emergency.html
What online chat services are available for crisis support in BC?,www.crisiscentrechat.ca for adults or www.youthinbc.com for youth.,0_4,https://www.sfu.ca/students/health/emergency.html
How can I access immediate crisis support in multiple languages?,"- Crisis support is available to all SFU graduate and undergraduate students worldwide by phone or through the downloadable app in English, French, Korean, Chinese, Arabic, and Spanish",0_4,https://www.sfu.ca/students/health/emergency.html
What are the hours and locations for emergencies at the Burnaby and Vancouver Clinics?,The hours and locations for emergencies at the Burnaby and Vancouver Clinics are not specified in the provided context.,0_4,https://www.sfu.ca/students/health/emergency.html
How can staff notify the front desk about a student in distress?,Staff can notify the front desk about a student in distress by calling or arriving in person and informing them.,0_4,https://www.sfu.ca/students/health/emergency.html
What traditional territories do the SFU campuses reside on?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo and Tsawwassen peoples",0_4,https://www.sfu.ca/students/health/emergency.html
When did the Hi-FIVE Movement start?,2013,0_5_1_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/our-story.html
What was the original purpose of passing around a journal in 2013?,"Encouraged students to open up and share their experiences and common struggles with mental health like depression, anxiety, and grief.",0_5_1_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/our-story.html
Where can I view the previous volunteer recruitment video from 2014?,"In the provided context, the previous volunteer recruitment video from 2014 can be viewed on the Hi-FIVE Movement website.",0_5_1_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/our-story.html
What is the significance of the yellow bench in the AQ building?,The yellow bench serves as a permanent symbol of mental health awareness and SFU's vision for a stigma-free community.,0_5_1_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/our-story.html
Who unveiled the Hi-FIVE plaque at SFU in 2016?,SFU President Andrew Petter,0_5_1_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/our-story.html
What is the aim or call to action of Hi-FIVE?,The aim or call to action of Hi-FIVE is to eliminate stigma towards those who are experiencing mental health distress or illness (now or in the past).,0_5_1_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/our-story.html
How can I explore my beliefs about mental health through Hi-FIVE?,"- Enroll in the Canvas course
- Connect with Hi-FIVE on social media
- Get involved with Hi-FIVE initiatives and events",0_5_1_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/our-story.html
What support options are available for students at SFU?,"- Burnaby campus: 778.782.4615
- Vancouver campus: 778.782.5200
- Surrey campus: 778.782.5200",0_5_1_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/our-story.html
Where can I find the Executive bios of the Hi-FIVE team?,"Executive bios can be found by clicking on the ""Learn more"" link.",0_5_1_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/our-story.html
Who does Simon Fraser University acknowledge on whose unceded traditional territories their campuses reside?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo and Tsawwassen peoples",0_5_1_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/our-story.html
How can I join the Hi-FIVE team at SFU?,"To join the Hi-FIVE team at SFU, you can email hcs_hifive@sfu.ca.",0_5_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/meethifive.html
Who is Nazafarin Esfandiari and what is her role at Hi-FIVE?,Nazafarin Esfandiari is the new Hi-FIVE Coordinator.,0_5_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/meethifive.html
What is the focus of the Hi-FIVE team at SFU?,The focus of the Hi-FIVE team at SFU is mental health education and reducing stigma.,0_5_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/meethifive.html
What past events and successes have the Hi-FIVE team had on campus?,- There are a lot of ways to contribute to the movement of eliminating mental health stigma across campus,0_5_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/meethifive.html
What resources are available for students at SFU and in the community for mental health support?,"- Burnaby campus: 778.782.4615
- Vancouver campus: 778.782.5200
- Surrey campus: 778.782.5200",0_5_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/meethifive.html
How can I contact the Hi-FIVE team at SFU?,Email hcs_hifive@sfu.ca.,0_5_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/meethifive.html
What is the phone number for mental health support at the Burnaby campus?,778.782.4615,0_5_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/meethifive.html
What Indigenous peoples' territories does Simon Fraser University acknowledge?,"Musqueam, Squamish, Tsleil-Waututh, Katzie, Kwikwetlem, Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",0_5_1_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/meethifive.html
What is the Co-Curricular Record (CCR) at SFU?,"The Co-Curricular Record (CCR) at SFU is a reference document for co-curricular involvement, listing activities outside of classes such as leadership programs and volunteer roles.",0_5_1_2_1,https://www.sfu.ca/students/get-involved/recognition/co-curricular-record/
How can I access my Co-Curricular Record?,The Co-Curricular Record is easily accessible via myInvolvement.,0_5_1_2_1,https://www.sfu.ca/students/get-involved/recognition/co-curricular-record/
What activities can appear on my Co-Curricular Record?,Activities outside of classes such as leadership programs and volunteer roles.,0_5_1_2_1,https://www.sfu.ca/students/get-involved/recognition/co-curricular-record/
How can I ensure that my program is suitable for the Co-Curricular Record?,Ask your program supervisor to contact the CCR Administration Team at ccr-admin@sfu.ca.,0_5_1_2_1,https://www.sfu.ca/students/get-involved/recognition/co-curricular-record/
When are activities added to the Co-Curricular Record?,Activities are added by the third week of every term.,0_5_1_2_1,https://www.sfu.ca/students/get-involved/recognition/co-curricular-record/
What should I do if I don't see my credits in MyInvolvement?,"Ask your program supervisor to contact the CCR Administration Team at ccr-admin@sfu.ca. If your supervisor is not available, you may reach out to us directly.",0_5_1_2_1,https://www.sfu.ca/students/get-involved/recognition/co-curricular-record/
How can staff and faculty support students in their volunteering and personal development activities?,"- By providing guidance and resources
- By connecting students with relevant opportunities
- By facilitating networking and mentorship opportunities
- By helping students navigate the Co-Curricular Record process",0_5_1_2_1,https://www.sfu.ca/students/get-involved/recognition/co-curricular-record/
What do Hi-FIVE Volunteers do?,"- Hi-FIVE Volunteers work with staff at Health & Counselling to learn and get support
- Hi-FIVE Volunteers work together to have important conversations across campus
- Hi-FIVE Volunteers help eliminate stigma on campus",0_5_1_2,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/getinvolved.html
What are some of the benefits of volunteering for Hi-FIVE?,"- Get support and learn from staff at Health & Counselling
- Have important conversations across campus
- Join the movement to help eliminate stigma on campus",0_5_1_2,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/getinvolved.html
How can one volunteer or learn more about Hi-FIVE?,"- Send an email to hifive@sfu.ca
- Connect with Hi-FIVE on Instagram
- Enroll in the course offered by Hi-FIVE
- Read the Executive bios on the Hi-FIVE website
- Review past events and successes on the Hi-FIVE website",0_5_1_2,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/getinvolved.html
How can one get involved in the movement to eliminate stigma on campus?,"- Join Hi-FIVE as a volunteer
- Send an email to hifive@sfu.ca to volunteer or learn more
- Connect with Hi-FIVE on Instagram
- Enroll in the course to explore beliefs about mental health problems
- Create opportunities in your own families and friend groups to prioritize and talk about mental health and well-being",0_5_1_2,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/getinvolved.html
What events does Hi-FIVE regularly host?,"- Events to destress, connect, and learn
- Events to have important conversations about mental health and well-being",0_5_1_2,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/getinvolved.html
How can one connect with Hi-FIVE on Instagram?,Connect with us on Instagram to be part of the conversation. Follow us on Instagram.,0_5_1_2,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/getinvolved.html
How can one enroll in the course to explore beliefs about mental health problems?,Enroll now.,0_5_1_2,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/getinvolved.html
How can individuals contribute to reducing stigma in their communities?,"- Prioritize and talk about mental health and well-being
- Listen and learn about the importance of reducing stigma in communities",0_5_1_2,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/getinvolved.html
How can one access support options available for students at SFU?,"- Burnaby campus: 778.782.4615
- Vancouver campus: 778.782.5200
- Surrey campus: 778.782.5200",0_5_1_2,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/getinvolved.html
How can one review past events and successes of Hi-FIVE?,"One can review past events and successes of Hi-FIVE by visiting the ""Learn more"" section on their website.",0_5_1_2,https://www.sfu.ca/students/health/whats-happening/hifive-sfu/getinvolved.html
Who is involved in the student-led group that works with SFU Health & Counselling?,SFU students from many different faculties,0_5_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu.html
What is the main goal of the student-led group in relation to mental health?,The main goal of the student-led group is to destigmatize mental health and encourage access to supports and services across the university and beyond.,0_5_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu.html
How does the group aim to reduce stigma surrounding mental health?,"- By having open, relevant conversations with students
- Hosting events, workshops, and authentic conversations
- Creating a supportive community together
- Following values of compassion, openness, humility, and determination",0_5_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu.html
What types of events and workshops does the group host?,"The group hosts events, workshops, and authentic conversations.",0_5_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu.html
"What values guide the group's planning, programming, and relationships?","- Compassion
- Openness
- Humility
- Determination",0_5_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu.html
How can students get involved with the group?,"- By having open, relevant conversations with students
- By attending events, workshops, and authentic conversations
- By contacting the group at the provided campus phone numbers",0_5_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu.html
"What are the contact numbers for the group on the Burnaby, Vancouver, and Surrey campuses?","Burnaby campus: 778.782.4615
Vancouver campus: 778.782.5200
Surrey campus: 778.782.5200",0_5_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu.html
Which indigenous peoples' territories does Simon Fraser University acknowledge?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples",0_5_1,https://www.sfu.ca/students/health/whats-happening/hifive-sfu.html
What are the traditional territories that Simon Fraser University campuses reside on?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səl̓ilw̓ətaʔɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo and Tsawwassen",0_5_2,https://www.sfu.ca/students/indigenous.html
What are the contact hours for the Indigenous Student Centre staff?,Monday to Friday from 8:30am to 4:30pm,0_5_2,https://www.sfu.ca/students/indigenous.html
What options are available to support undergraduate and graduate students at SFU?,"Options available to support undergraduate and graduate students at SFU include:
- Support for passions and academic goals
- ISC staff available Monday to Friday from 8:30am to 4:30pm",0_5_2,https://www.sfu.ca/students/indigenous.html
"What is the address for Simon Fraser University in Burnaby, B.C., Canada?","8888 University Drive
Burnaby, B.C",0_5_2,https://www.sfu.ca/students/indigenous.html
How can I get in touch with the Indigenous Student Centre at SFU?,The ISC staff are available Monday to Friday from 8:30am to 4:30pm,0_5_2,https://www.sfu.ca/students/indigenous.html
Who is the Director of the team of professionals mentioned on the website?,Martin Mroz,0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
What is the email address and contact number for the Health Finance Manager?,"Email: terence_ng@sfu.ca
Contact number: 778.782.3879",0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
Which additional languages does the Marketing & Communications team member speak?,Cantonese,0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
Who is the Acting Associate Director of Health Services?,Lisa Ogilvie,0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
How many Physicians are listed on the website?,7,0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
What is the specialization of the Psychiatrist mentioned on the website?,Psychiatrist,0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
How many Mental Health Nurses are listed on the website?,2,0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
What is the specialization of the Registered Psychologist Angela?,"Client-centered perspective, healing power of humor, creative expression, metaphors",0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
"What is the practice philosophy of Monique, the Registered Clinical Counsellor?","Monique's practice philosophy is that everyone is the author of their stories. She believes human connection is the basic ingredient for healing. Her counselling approach empathizes the mind-body connection through the lens of cultural humility, somatic experiencing, narrative therapy, and mindfulness practice.",0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
"What approach does Wayne, the Registered Clinical Counsellor, use in his practice?","Wayne uses evidence-based therapies including Adlerian, Client-Centered, Mindfulness Integrated Cognitive Behavioral therapy, Positive Psychotherapy, and Acceptance & Commitment Therapy.",0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
"How does Shereen, the Registered Clinical Counsellor, describe her approach to therapy?","Shereen describes her approach to therapy as caring, compassionate, nonjudgmental, and utilizing a phenomenological approach to human life.",0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
"Which languages does Poupak, the Registered Clinical Counsellor, speak in addition to English?",Farsi,0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
"How does Tanu, the Registered Clinical Counsellor, describe her approach to working with Indigenous students?","Tanu works with students from a trauma-informed, feminist and anti-oppressive framework, taking into consideration the multiple and complex layers of Indigenous student's lives that impact their mental health and well-being. Tanu strives to create a safe, warm and empathic environment where a student can feel heard and supported. Her approach is flexible and holistic, basing her interventions on what fits best with a student's lived experience and current needs.",0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
How many Medical Office Assistants are listed on the website?,There are seven Medical Office Assistants listed on the website.,0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
"What are the contact numbers for the Burnaby, Vancouver, and Surrey campuses provided on the website?","Burnaby campus: 778.782.4615
Vancouver campus: 778.782.5200
Surrey campus: 778.782.5200",0_5,https://www.sfu.ca/students/health/contact-us/our_team.html
How can I book an appointment online with some care providers?,You can book an appointment online with some care providers through the online booking system being set up by Health & Counselling.,0_6,https://www.sfu.ca/students/health/contact-us/accessibility.html
What is the process for booking medical appointments with doctors and nurses?,"- Appointment requests are submitted on the appointment request form
- Medical office assistant contacts you by email within 2-3 business days to confirm the appointment",0_6,https://www.sfu.ca/students/health/contact-us/accessibility.html
How long does it take for the medical office assistant to contact me after submitting an appointment request form?,2-3 business days,0_6,https://www.sfu.ca/students/health/contact-us/accessibility.html
What is the phone number to call for booking appointments if I do not have accessibility needs?,778-782-4615,0_6,https://www.sfu.ca/students/health/contact-us/accessibility.html
"Can I book appointments at the Burnaby, Vancouver, and Surrey campuses using the same phone number?",Yes,0_6,https://www.sfu.ca/students/health/contact-us/accessibility.html
Which Indigenous peoples' traditional territories do Simon Fraser University campuses reside on?,"xʷməθkʷəy̓əm (Musqueam)
Sḵwx̱wú7mesh Úxwumixw (Squamish)
səlilwətaɬ (Tsleil-Waututh)
q̓íc̓əy̓ (Katzie)
kʷikʷəƛ̓əm (Kwikwetlem)
Qayqayt
Kwantlen
Semiahmoo
Tsawwassen",0_6,https://www.sfu.ca/students/health/contact-us/accessibility.html
Where can I find the Terms & Conditions and Privacy policy for Simon Fraser University?,Terms & Conditions and Privacy policy for Simon Fraser University can be found at the bottom of the webpage.,0_6,https://www.sfu.ca/students/health/contact-us/accessibility.html
What kind of training opportunities are available at Simon Fraser University for master's and doctoral level students?,"- Pre-doctoral internships
- Practicum training opportunities in counselling
- Part-time, unpaid practicum opportunities for Masters level students in counselling and clinical psychology programs
- Flexible pre-doctoral supplemental practicum placements for doctoral students in counselling psychology",0_7,https://www.sfu.ca/students/health/contact-us/internships-practicums.html
"What are the requirements for Masters level students to participate in the part-time, unpaid practicum opportunities?","- Masters level students in counselling and clinical psychology programs
- Must have successfully completed foundational pre-doctoral coursework in intervention and assessment",0_7,https://www.sfu.ca/students/health/contact-us/internships-practicums.html
How long are the pre-doctoral supplemental practicum placements for doctoral students at SFU?,8 or 12 months part-time placement or a 5-month summer intensive placement,0_7,https://www.sfu.ca/students/health/contact-us/internships-practicums.html
What type of supervision is provided to pre-doctoral students during their practicum placements?,"Full supervision is provided, with the required one hour of supervision for every four hours of therapy provided by a B.C. Registered Psychologist, with at least half of the supervision being individual supervision.",0_7,https://www.sfu.ca/students/health/contact-us/internships-practicums.html
What is the goal of the pre-doctoral practicum program at SFU?,The goal of the pre-doctoral practicum program at SFU is to provide practicum students with an opportunity to experience a diverse and comprehensive set of learning and professional activities to enhance their counselling knowledge and skills.,0_7,https://www.sfu.ca/students/health/contact-us/internships-practicums.html
What is the preferred background or experience for pre-doctoral students applying for practicum placements?,"- Masters level clinical counselors
- Experience in risk assessment
- Successfully completed foundational pre-doctoral coursework in intervention and assessment",0_7,https://www.sfu.ca/students/health/contact-us/internships-practicums.html
How should applications be submitted for practicum opportunities at SFU?,Applications should be submitted via email to adassist@sfu.ca. Reference letters should be sent by the reference writers via email to adassist@sfu.ca. Mock demonstration videos should be sent via mail on a USB drive.,0_7,https://www.sfu.ca/students/health/contact-us/internships-practicums.html
Who is the Director of Pre-Doctoral Internship at Health and Counselling Services at SFU?,"Dr. Shona Adams, R.Psych. #2558",0_7,https://www.sfu.ca/students/health/contact-us/internships-practicums.html
How can reference letters and mock demonstration videos be submitted for practicum applications?,Reference letters should be sent by the reference writers via email to adassist@sfu.ca. Mock demonstration videos should be sent via mail on a USB drive.,0_7,https://www.sfu.ca/students/health/contact-us/internships-practicums.html
Which Indigenous peoples' traditional territories does Simon Fraser University acknowledge?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, and Tsawwassen peoples",0_7,https://www.sfu.ca/students/health/contact-us/internships-practicums.html
How does Adam Dyck create an inclusive classroom environment?,"Adam Dyck creates an inclusive classroom environment by supporting the declaration of self-identified pronouns in a ""pronoun round"" as part of introductions at the beginning of the semester.",0_8_10,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/pronoun-etiquette.html
What is included in Adam Dyck's Pronoun Etiquette Cheat Sheet?,"The Pronoun Etiquette Cheat Sheet includes supporting the declaration of self-identified pronouns in a ""pronoun round"" as part of introductions at the beginning of the semester.",0_8_10,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/pronoun-etiquette.html
Which indigenous peoples' territories do Simon Fraser University campuses reside on?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo and Tsawwassen peoples",0_8_10,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/pronoun-etiquette.html
